شناسه,نوع,"شناسه محصول","GTIN UPC، EAN یا ISBN",نام,"منتشر شده","ویژه است؟","قابلیت نمایش در کاتالوگ","توضیح کوتاه",توضیحات,"تاریخ شروع حراجی","تاریخ پایان حراجی","وضعیت مالیات","کلاس مالیاتی","در انبار؟",انبار,"میزان کمبود در انبار","پیش خرید فعال است؟","فروش به صورت تکی؟","وزن (کیلوگرم)","درازا (سانتیمتر)","پهنا (سانتیمتر)","بلندا (سانتیمتر)","اجازه ارسال نقد و بررسی کاربر امکان پذیر است؟","یادداشت خرید","قیمت فروش فوق‌العاده","قیمت اصلی",دسته‌ها,برچسب‌ها,"کلاس ارسال",تصاویر,"محدودیت دانلود","انقضای دانلود (روز)",مادر,"محصولات گروهی","بیش فروش ها","فروش مکمل","لینک خارجی","متن دکمه","موقعیت قرارگیری",برندها,"نام ویژگی 1","مقدار ویژگی 1","ویژگی 1 قابل مشاهده است","ویژگی سراسری 1","ویژگی پیشفرض 1","نام ویژگی 2","مقدار ویژگی 2","ویژگی 2 قابل مشاهده است","ویژگی سراسری 2","ویژگی پیشفرض 2","نام ویژگی 3","مقدار ویژگی 3","ویژگی 3 قابل مشاهده است","ویژگی سراسری 3","نام ویژگی 4","مقدار ویژگی 4","ویژگی 4 قابل مشاهده است","ویژگی سراسری 4","نام ویژگی 5","مقدار ویژگی 5","ویژگی 5 قابل مشاهده است","ویژگی سراسری 5","نام ویژگی 6","مقدار ویژگی 6","ویژگی 6 قابل مشاهده است","ویژگی سراسری 6"
11950,variation,SKU_00011,,"بای کیلیان آنجلز شر | By Kilian Angels’ Share",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,1809000,,,,,,,SKU_00001,,,,,,7,,حجم,"30 میل",,0,,"غلظت عطر","ادو تویلت",,0,,,,,
11951,variation,SKU_00012,,"بای کیلیان آنجلز شر | By Kilian Angels’ Share",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,3035000,,,,,,,SKU_00001,,,,,,6,,حجم,"50 میل",,0,,"غلظت عطر","ادو تویلت",,0,,,,,
11952,variation,SKU_00013,,"بای کیلیان آنجلز شر | By Kilian Angels’ Share",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,4034000,,,,,,,SKU_00001,,,,,,5,,حجم,"100 میل",,0,,"غلظت عطر","ادو تویلت",,0,,,,,
11953,variation,SKU_00014,,"بای کیلیان آنجلز شر | By Kilian Angels’ Share",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,842000,,,,,,,SKU_00001,,,,,,4,,حجم,"10 میل",,0,,"غلظت عطر",ادکلن,,0,,,,,
11954,variation,SKU_00015,,"بای کیلیان آنجلز شر | By Kilian Angels’ Share",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,1415000,,,,,,,SKU_00001,,,,,,3,,حجم,"30 میل",,0,,"غلظت عطر",ادکلن,,0,,,,,
11955,variation,SKU_00016,,"بای کیلیان آنجلز شر | By Kilian Angels’ Share",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,1981000,,,,,,,SKU_00001,,,,,,1,,حجم,"50 میل",,0,,"غلظت عطر",ادکلن,,0,,,,,
11956,variation,SKU_00017,,"بای کیلیان آنجلز شر | By Kilian Angels’ Share",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2800000,,,,,,,SKU_00001,,,,,,2,,حجم,"100 میل",,0,,"غلظت عطر",ادکلن,,0,,,,,
11957,variable,SKU_00018,,"بولگاری تایگار | Bvlgari Tygar",1,0,visible,"<ul>\n 	<li>رایحه: تلخ, خنک</li>\n 	<li><span class=""jet-listing-dynamic-terms__prefix"">فصل: بهار<span class=""jet-listing-dynamic-terms__delimiter"">,</span> تابستان</span></li>\n 	<li>ماندگاری: 7 ساعت (ادکلن)</li>\n 	<li>پخش بو (خط بو): قوی</li>\n 	<li>برند: BVLGARI</li>\n</ul>","<p>چارت آکوردها </p>				\n				citrus - مرکبات\n				Amber - امبر\n				Musky - ماسکی\n				Fresh Spicy - ادویه تازه\n				Aromatic - آروماتیک\n					<h2>مشخصات عطر </h2>				\n							<ul>\n							<li>\n										ماندگاری : 7 ساعت \n									</li>\n						</ul>\n							<ul>\n							<li>\n							<svg xmlns=""http://www.w3.org/2000/svg"" xmlns:xlink=""http://www.w3.org/1999/xlink"" width=""512"" height=""512"" x=""0"" y=""0"" viewBox=""0 0 60 60"" style=""enable-background:new 0 0 512 512"" xml:space=""preserve""><g><path d=""M40.33 42.37c-.34 0-.66-.17-.85-.47-.29-.47-.14-1.09.33-1.38 1.53-.94 2.39-2.12 2.63-3.59.59-3.64-2.83-7.81-2.87-7.85a1.001 1.001 0 1 1 1.54-1.28c.17.2 4.05 4.9 3.31 9.45-.33 2.05-1.53 3.73-3.55 4.98-.18.09-.36.14-.54.14zM37.95 38.53c-.26 0-.53-.1-.73-.31-4.57-4.82-9.42-1.67-9.62-1.54-.46.3-1.08.18-1.39-.27a.986.986 0 0 1 .27-1.38c.06-.04 6.43-4.25 12.19 1.82.38.4.36 1.03-.04 1.41a.96.96 0 0 1-.68.27z"" fill=""#8e1eff"" opacity=""1"" data-original=""#000000""></path><path d=""M33.76 47.64a1 1 0 0 1-1-.99c-.02-1.99-.46-3.39-1.31-4.18-.66-.61-1.59-.87-2.83-.8-6.33.38-8.96-2.25-9.97-3.84-1.27-2.03-1.39-4.61-.29-6.59C24.91 19.48 31.53 5.71 31.6 5.57c.24-.5.84-.71 1.33-.47.5.24.71.84.47 1.33-.07.14-6.71 13.97-13.29 25.78-.61 1.1-.78 2.94.23 4.55 1.33 2.11 4.22 3.14 8.15 2.91 1.8-.11 3.25.34 4.31 1.33 1.26 1.17 1.91 3.06 1.94 5.62a.997.997 0 0 1-.99 1.01c.02.01.01.01.01.01zM19.98 52.52c-.26 0-.52-.1-.71-.3a.987.987 0 0 1 .01-1.41l4.97-4.93a.987.987 0 0 1 1.41.01c.39.39.39 1.03-.01 1.41l-4.97 4.93c-.19.19-.45.29-.7.29zM16.5 48.49c-.36 0-.7-.19-.88-.52-.26-.49-.08-1.09.4-1.36l6.07-3.28c.49-.26 1.09-.08 1.36.4.26.49.08 1.09-.4 1.36l-6.07 3.28c-.15.08-.32.12-.48.12zM26.88 55c-.06 0-.12 0-.17-.02a1 1 0 0 1-.81-1.16l1.14-6.51a1 1 0 1 1 1.97.35l-1.14 6.51c-.09.49-.51.83-.99.83z"" fill=""#8e1eff"" opacity=""1"" data-original=""#000000""></path></g></svg>						\n										پخش بو  : قوی \n									</li>\n						</ul>\n					<h2>تایم روز </h2>				\n				 روز \n				شب\n					<h2>فصل ها </h2>				\n				بهار 			\n				تابستان			\n				پاییز			\n				زمستان 			\n					<p>پروفایل عطری</p>				\n		<table><tbody><tr><td><p><b>نام عطر:</b></p></td><td><p>Bvlgari Tygar بولگاری تایگار</p></td></tr><tr><td><p><b>برند:</b></p></td><td>BVLGARI – بولگاری</td></tr><tr><td><p style=""text-align: right;""><b>جنسیت:</b></p></td><td><table><tbody><tr><td><p style=""text-align: right;"">آقایان</p></td></tr></tbody></table></td></tr><tr><td><p><b>رایحه:</b></p></td><td><p>تلخ, خنک</p></td></tr><tr><td><p><b>گروه بویایی:     </b></p></td><td><p>مرکباتی آروماتیک</p></td></tr><tr><td><p><b>موقعیت:</b></p></td><td><p>آکادمیک, جلسات اداری, روزانه و کژوال, قرارهای دوستانه, قرارهای عاشقانه, مهمانی رسمی</p></td></tr><tr><td><p><b>فصل:</b></p></td><td><p>بهار, تابستان</p></td></tr><tr><td><p><b>نت های اولیه:</b></p></td><td>Grapefruit-گریپ فروت</td></tr><tr><td><p><b>نت های میانی:        </b></p></td><td><p>Ambrette (Musk Mallow)-گل ختی, Ginger-زنجبیل</p></td></tr><tr><td><p><b>نت های پایه:</b></p></td><td><p>Ambroxan-امبروکسان, Musk-مشک, Patchouli-نعناع هندی, Vetiver-خس خس (علف وتیور)</p></td></tr><tr><td><p><b>کشور مبدا:</b></p></td><td><p>ایتالیا</p></td></tr><tr><td><p><b>سال عرضه:</b></p></td><td><p>2016</p></td></tr></tbody></table>		\n					<p>درباره محصول\n</p>				\n		<h3 data-start=""146"" data-end=""191"">عطر مردانه بولگاری تایگار | Bvlgari Tygar</h3><p data-start=""193"" data-end=""510""><strong data-start=""193"" data-end=""210"">Bvlgari Tygar</strong> عطری مردانه و جذاب با رایحه‌ای <strong data-start=""242"" data-end=""280"">مرکباتی-آروماتیک (Citrus Aromatic)</strong> است که در سال <strong data-start=""295"" data-end=""303"">۲۰۱۶</strong> توسط عطرساز معروف <strong data-start=""322"" data-end=""375"">ژاک کاوالیِه بلترود (Jacques Cavallier Belletrud)</strong> معرفی شد. این عطر ترکیبی منحصر‌به‌فرد از تازگی مرکبات و گرمای چوب و ادویه است که حس مدرن و انرژی‌بخش برای مردان امروزی ایجاد می‌کند.</p><h4 data-start=""512"" data-end=""528"">نت‌های عطر:</h4><ul data-start=""529"" data-end=""915""><li data-start=""529"" data-end=""651""><p data-start=""531"" data-end=""651""><strong data-start=""531"" data-end=""545"">نت آغازین:</strong> گریپ‌فروت — رایحه‌ای ترش، شاداب و انرژی‌بخش که حس تازگی و سرزندگی را در لحظات اول استفاده منتقل می‌کند.</p></li><li data-start=""652"" data-end=""766""><p data-start=""654"" data-end=""766""><strong data-start=""654"" data-end=""667"">نت میانی:</strong> زنجبیل و آمبِرت — ترکیبی ادویه‌ای و معطر که تعادل بین شادابی مرکبات و گرمای چوب را ایجاد می‌کند.</p></li><li data-start=""767"" data-end=""915""><p data-start=""769"" data-end=""915""><strong data-start=""769"" data-end=""781"">نت پایه:</strong> آمبروکسان، مشک، وتیور و پاچولی — رایحه‌ای چوبی، خاکی و کمی کهربایی که ماندگاری طولانی و حس لوکس و جذاب برای روز و شب فراهم می‌آورد.</p></li></ul><h4 data-start=""917"" data-end=""940"">ویژگی‌ها و حس کلی:</h4><ul data-start=""941"" data-end=""1257""><li data-start=""941"" data-end=""993""><p data-start=""943"" data-end=""993""><strong data-start=""943"" data-end=""957"">سبک رایحه:</strong> مدرن، شاداب، با انرژی مثبت و جذاب</p></li><li data-start=""994"" data-end=""1100""><p data-start=""996"" data-end=""1100""><strong data-start=""996"" data-end=""1011"">مناسب برای:</strong> استفاده روزمره، محیط‌های کاری و رسمی، و موقعیت‌هایی که می‌خواهید تأثیرگذار و خاص باشید</p></li><li data-start=""1101"" data-end=""1199""><p data-start=""1103"" data-end=""1199""><strong data-start=""1103"" data-end=""1118"">فصول مناسب:</strong> بهار و تابستان بهترین عملکرد را دارد، پاییز هم با اسپری بیشتر قابل استفاده است</p></li><li data-start=""1200"" data-end=""1257""><p data-start=""1202"" data-end=""1257""><strong data-start=""1202"" data-end=""1214"">نوع عطر:</strong> Eau de Parfum (EDP) — با ماندگاری طولانی</p></li></ul><p data-start=""1259"" data-end=""1425"">این عطر برای مردانی طراحی شده که دنبال <strong data-start=""1298"" data-end=""1353"">رایحه‌ای تازه، شاداب و در عین حال با وقار و ماندگار</strong> هستند و می‌خواهند در هر موقعیتی حس اعتمادبه‌نفس و جذابیت داشته باشند.</p><p data-start=""1603"" data-end=""1908""><b>این عطر مردانه در حجم‌های ۱۰، ۳۰، ۵۰ و ۱۰۰ میلی‌لیتر و در غلظت‌های ادوکلن، ادوتویلت، ادوپرفیوم و اکستریت پرفیوم قابل سفارش بوده و مطابق انتخاب شما ساخته و ارسال می‌شود.</b></p>",,,taxable,,1,,,0,0,,,,,1,,,,"فصل > بهار, فصل > تابستان, کلاسیک و مدرن > ترندها, جنسیت, موقعیت ها > رسمی و کاری, موقعیت ها > روزمره و کژوال, موقعیت ها > عطرهای تاثیرگذار, فصل, کلاسیک و مدرن, جنسیت > مردانه, موقعیت ها",,,"https://atrishaa.com/wp-content/uploads/2025/08/tygar-black1-copy.webp, https://atrishaa.com/wp-content/uploads/2025/08/tygar2.webp, https://atrishaa.com/wp-content/uploads/2026/02/all-product-purble-final.png",,,,,,,,,0,Bvlgari,حجم,"10 میل, 100 میل, 30 میل, 50 میل",1,0,"10 میل","غلظت عطر","ادکلن, ادو تویلت, اکسترا پرفیوم, پرفیوم",1,0,ادکلن,جنسیت,مردانه,1,1
11958,variation,SKU_00019,,"بولگاری تایگار | Bvlgari Tygar",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,1981000,,,,,,,SKU_00018,,,,,,1,,حجم,"50 میل",,0,,"غلظت عطر",ادکلن,,0,,,,,
11959,variation,SKU_00020,,"بولگاری تایگار | Bvlgari Tygar",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2800000,,,,,,,SKU_00018,,,,,,2,,حجم,"100 میل",,0,,"غلظت عطر",ادکلن,,0,,,,,
11960,variation,SKU_00021,,"بولگاری تایگار | Bvlgari Tygar",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,1415000,,,,,,,SKU_00018,,,,,,3,,حجم,"30 میل",,0,,"غلظت عطر",ادکلن,,0,,,,,
11961,variation,SKU_00022,,"بولگاری تایگار | Bvlgari Tygar",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,842000,,,,,,,SKU_00018,,,,,,4,,حجم,"10 میل",,0,,"غلظت عطر",ادکلن,,0,,,,,
11962,variation,SKU_00023,,"بولگاری تایگار | Bvlgari Tygar",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,4034000,,,,,,,SKU_00018,,,,,,5,,حجم,"100 میل",,0,,"غلظت عطر","ادو تویلت",,0,,,,,
11963,variation,SKU_00024,,"بولگاری تایگار | Bvlgari Tygar",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,3035000,,,,,,,SKU_00018,,,,,,6,,حجم,"50 میل",,0,,"غلظت عطر","ادو تویلت",,0,,,,,
11964,variation,SKU_00025,,"بولگاری تایگار | Bvlgari Tygar",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,1809000,,,,,,,SKU_00018,,,,,,7,,حجم,"30 میل",,0,,"غلظت عطر","ادو تویلت",,0,,,,,
11965,variation,SKU_00026,,"بولگاری تایگار | Bvlgari Tygar",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,983000,,,,,,,SKU_00018,,,,,,8,,حجم,"10 میل",,0,,"غلظت عطر","ادو تویلت",,0,,,,,
11966,variation,SKU_00027,,"بولگاری تایگار | Bvlgari Tygar",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,5772000,,,,,,,SKU_00018,,,,,,9,,حجم,"100 میل",,0,,"غلظت عطر",پرفیوم,,0,,,,,
11967,variation,SKU_00028,,"بولگاری تایگار | Bvlgari Tygar",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,3490000,,,,,,,SKU_00018,,,,,,10,,حجم,"50 میل",,0,,"غلظت عطر",پرفیوم,,0,,,,,
11968,variation,SKU_00029,,"بولگاری تایگار | Bvlgari Tygar",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,2051000,,,,,,,SKU_00018,,,,,,11,,حجم,"30 میل",,0,,"غلظت عطر",پرفیوم,,0,,,,,
11969,variation,SKU_00030,,"بولگاری تایگار | Bvlgari Tygar",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,1089000,,,,,,,SKU_00018,,,,,,12,,حجم,"10 میل",,0,,"غلظت عطر",پرفیوم,,0,,,,,
